502,0.8236
503,0.822759375
504,0.8218
505,0.820703125
506,0.81945
507,0.818021875
508,0.8164
509,0.814565625
510,0.8125
511,0.810184375
512,0.8076
513,0.804728125
514,0.80155
515,0.798046875
516,0.7942
517,0.789990625
518,0.7854
519,0.780409375
520,0.775
521,0.76874375
522,0.761325
523,0.75289375
524,0.7436
525,0.73359375
526,0.723025
527,0.71204375
528,0.7008
529,0.68944375
530,0.678125
531,0.66699375
532,0.6562
533,0.64589375
534,0.636225
535,0.62734375
536,0.6194
537,0.61254375
538,0.606925
539,0.60269375
540,0.6
541,0.5990328125
542,0.5997625
543,0.6020109375
544,0.6056
545,0.6103515625
546,0.6160875
547,0.6226296875
548,0.6298
549,0.6374203125
550,0.6453125
551,0.6532984375
552,0.6612
553,0.6688390625
554,0.6760375
555,0.6826171875
556,0.6884
557,0.6932078125
558,0.6968625
559,0.6991859375
560,0.7
561,0.698978125
562,0.696075
563,0.691534375
564,0.6856
565,0.678515625
566,0.670525
567,0.661871875
568,0.6528
569,0.643553125
570,0.634375
571,0.625509375
572,0.6172
573,0.609690625
574,0.603225
575,0.598046875
576,0.5944
577,0.592528125
578,0.592675
579,0.595084375
580,0.6
581,0.607703125
582,0.618125
583,0.630984375
584,0.646
585,0.662890625
586,0.681375
587,0.701171875
588,0.722
589,0.743578125
590,0.765625
591,0.787859375
592,0.81
593,0.831765625
594,0.852875
595,0.873046875
596,0.892
597,0.909453125
598,0.925125
599,0.938734375
600,0.95
601,0.959328125
602,0.967375
603,0.974234375
604,0.98
605,0.984765625
606,0.988625
607,0.991671875
608,0.994
609,0.995703125
610,0.996875
611,0.997609375
612,0.998
613,0.998140625
614,0.998125
615,0.998046875
616,0.998
617,0.998078125
618,0.998375
619,0.998984375
620,1
621,1.001128125
622,1.002025
623,1.002709375
624,1.0032
625,1.003515625
626,1.003675
627,1.003696875
628,1.0036
629,1.003403125
630,1.003125
631,1.002784375
632,1.0024
633,1.001990625
634,1.001575
635,1.001171875
636,1.0008
637,1.000478125
638,1.000225
639,1.000059375
640,1
641,1
642,1
643,1
644,1
645,1
646,1
647,1
648,1
649,1
650,1
651,1
652,1
653,1
654,1
655,1
656,1
657,1
658,1
659,1
660,1
661,1
662,1
663,1
664,1
665,1
666,1
667,1
668,1
669,1
670,1
671,1
672,1
673,1
674,1
675,1
676,1
677,1
678,1
679,1
680,1
681,1
682,1
683,1
684,1
685,1
686,1
687,1
688,1
689,1
690,1
691,1
692,1
693,1
694,1
695,1
696,1
697,1
698,1
699,1
700,1
